state,mae,rmse,error_mean,error_median,error_p90,error_p95,error_max,std_mean,std_median,std_p90,std_p95,std_max
Vy,0.5170817971229553,0.9137861045874651,0.5170817971229553,0.14962512254714966,2.0453333854675293,2.348494291305542,9.286186218261719,0.34234940919405926,0.26048613157929634,0.6530914582035547,0.9044542994398614,5.257626386813014
AVz,0.9370817542076111,1.4002536084169992,0.9370817542076111,0.4660220146179199,2.6076791286468506,2.879225492477417,8.51321792602539,0.8414777180949552,0.6113449704368319,1.6338851049889302,2.257682684920799,6.494826731409022
Yaw,39.37535858154297,68.41216711503152,39.37535858154297,12.364410400390625,130.95883178710938,179.41693115234375,286.86029052734375,35.171452469157096,24.7325110555079,70.39128740686994,80.86997732806208,439.96101974216003
Beta,0.490159273147583,1.0920645670544038,0.490159273147583,0.12674525380134583,1.0981531143188477,1.951265573501587,51.036354064941406,0.4161834885446294,0.31540461325748936,0.8149537314200842,1.0313484246950895,11.480646206943472
Ax,0.007573897950351238,0.011438262726494721,0.007573897950351238,0.004968661814928055,0.015324953012168407,0.023621344938874245,0.09858590364456177,0.011799845059334096,0.008508784280117651,0.02446895240527618,0.028920760533006108,0.07434593102456642
Ay,0.05188152566552162,0.09062477309099927,0.05188152566552162,0.007776796817779541,0.19440075755119324,0.21853221952915192,0.39212721586227417,0.028748388729705233,0.021611598393168382,0.05406232401054897,0.07087905226613718,0.1703909873891049
AVx,0.19074997305870056,0.2993285781849752,0.19074997305870056,0.10952776670455933,0.4279462397098541,0.5792893767356873,3.2725136280059814,0.17516359890316519,0.12362075078061666,0.3809966956662143,0.5106950314488277,3.813022372239669
Roll,0.21159009635448456,0.3475945985971134,0.21159009635448456,0.11991417407989502,0.4807314872741699,0.7793862819671631,2.1345901489257812,0.1428752073575277,0.09432176233275628,0.29651698866800213,0.3573917132121962,0.9476055898262599
